id	text	label
train_000513	Chai lớn xài rất kinh tế. Tẩy trang cũng tốt	0
train_000514	Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn	0
train_000515	Đc nè😗	0
train_000516	Đóng gói chắc chắn máy đến tay đẹp và chất <3 Rửa mặt xong cảm giác da mềm mịn sẽ ủng hộ shop các lần sau ;)	0
train_000517	Giao hàng nhanh chủ shop nhiệt tình tư vấn sản phẩm khá OK đóng gói đẹp	0
train_000518	Giá ok	0
train_000519	Chất lượng sản phẩm tuyệt vời Đóng gói túi ni log may mà k bị bục túi nào Thời gian giao hàng rất nhanh	0
train_000520	Mình ngửi đc mùi nọc ong rất thơm :v Dùng làm khô nhân mụn đẩy mụn khá nhanh không làm căng da . Ngoại trừ lúc mát xa có hơi đỏ xát một chút vì mình qen dùng clinque nó nhẹ nhẹ rồi nhưng mà không thấy có tác động nào khác . Gel mướt thấm nhanh mụn trên mặt mình bớt đau sưng thích lắm ạ	0
train_000521	Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất kém Thời gian giao hàng rất chậm	1
train_000522	Cái thứ hai mua ở đây ok đấy	0
train_000523	Đóng gói sản phẩm rất đẹp và chắc chắn. Thời gian giao hàng rất nhanh. Mong là dùng tốt như vẻ bề ngoài.	0
train_000524	Có hộp đựng bên ngoài rất tiện dụng	0
train_000525	Đóng gói sản phẩm rất đẹp và chắc chắn. Dùng tốt! Thanks	0
train_000526	2 sony đi đầu về khoản chống nước.. Đương nhiên chống nước càng tốt thì máy phải kín mà kín tất nhiên nóng rồi.. Sony về khoản mượt mà thi thua ss, táo... nhung cá nhân tôi thấy bền hơn thằng củ sâm nhiều..	0
train_000527	wa te...tot nhat dung mua loai nay phi tien...	1
train_000528	Giá rẻ nhưng chất lượng tốt bề mặt êm	0
train_000529	Chất lượng sản phẩm tuyệt vời. Rất đáng tiền. Rất dễ thương. 😍	0
train_000530	Sản phẩm ok....hợp túi tiền	0
train_000531	Gói hàng rất cẩn thận.cảm ơn shop	0
train_000532	Dép xinh yêu cựcccc ♥️ Chị chủ shop nhiệt tình dễ thươnggg ♥️♥️♥️	0
train_000533	Thời gian giao hàng rất nhanh. Ưng ý với sản phẩm ❤️	0
train_000534	rất bực mình khi nhận cuốn sách này mình muốn tặng b ạn mình nhưng bìa sách lại bị vẽ mực lên.	1
train_000535	Chất lượng sp tốt. Đóng gói ok!	0
train_000536	Chất lượng sản phẩm rất kém chạy đi mưa vô nước... nút gài chỉnh dây đeo rất khó gắn.	1
train_000537	chỉ wax được lông tơ thôi chứ lông cứng ko được giấy wax thì dính ko thể vuốt mua xong cảm thấy uổng tiền	1
train_000538	Chất lượng sản phẩm rất kém hộp nhựa bung cả ra ấn k vào do bị cong. Đóng gói sản phẩm rất kém, vỏ nát bét. Shop phục vụ rất kém tất cả đều có thể bỏ qua và vui vẻ mua sản phẩm khác nhưng thái độ chăm sóc kh của shop siêu tệ thái độ bất cần cảm giác nếu là nv trả lời thì là bị sếp bùng lương.	1
train_000539	Hàng ưng lắm shop ơi!!!!	0
train_000540	Mình mua và cắm dùng được một lát là cổng nóng lên và k còn hoạt động ổn định nữa. Giờ mình k dùng nữa	1
train_000541	Rất đáng tiền - Nhưng kim đồng hồ sài hk được...	0
train_000542	Chất lượng sản phẩm tuyệt vời 1 tỷ sao:v	0
train_000543	Đáng từng đồng	0
train_000544	Rất đáng tiền đóng gói không đẹp lắm	0
train_000545	Bánh hơi cứng đối với các bé còn ít răng bánh dễ bị vỡ gãy khi ăn hay bị vón cục trẻ hay bị hóc nói chung đây không phải là sản phẩm lý tưởng cho bé	1
train_000546	Băng dính cuốn không chặt!	1
train_000547	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền. Ko vừa sz shop nhiệt tình đổi sz cho	0
train_000548	Kết quả là tổng hợp tội danh , anh ta bị xử phạt thật nặng , nghiêm khắc với mấy vạn tiền Đài !.	1
train_000549	Chất lượng sản phẩm rất kém Mua 2 cái thì 1 cái hỏng 1 cái dùng rất nóng	1
train_000550	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn nhưng bên GHN giao rất lâu	0
train_000551	Vua bôi lên mặt da cảm thấy ngứa. Ko biết sao nua.bỏ ra mấy tram tiec qúa Chất lượng sản phẩm kém	1
train_000552	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh ^^!	0
train_000553	Màu ưng ý ạ	0
train_000554	Đóng gói sản phẩm rất đẹp và chắc chắn. Rất đáng tiền. Shop phục vụ rất tốt.	0
train_000555	Độ dãn của quần quá kém	1
train_000556	Cũng được. Cho 1 giọt mà thơm mấy ngày sau luôn. Thơm đến rợn cả người. Chắc chỉ dám chấm chấm tí	0
train_000557	Hon ca mong doi hang giong hinh dep tu mau ma den chat luong luon	0
train_000558	Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Rất đáng tiền	0
train_000559	Chất lượng sản phẩm tuyệt vời. đạt dày đen shop lại gửi trắng . shop rep ib em . em muốn sỉ dày ạ	0
train_000560	Xuất xứ TQ chứ ko phải Thái Lan như quảng cáo. Nồi ko được chắc chắn	1
train_000561	Mua hàng thì Thời gian giao hàng nhanh nhưng đến khi liên hệ shop để đổi size thì shop lại lơ đi không phản hồi không trả lời tin nhắn. Shop gửi size không đúng	1
train_000562	"Nâng cấp lên mà giá vẫn rẻ, Obi phân khúc này trùm rồi :D"	0
train_000563	Đóng gói sản phẩm rất đẹp và chắc chắn. Cảm ơn shop nhìu nha	0
train_000564	Giày rất đẹp đóng gói cũng rất đẹp giao hàng rất nhanh cảm ơn shop	0
train_000565	Chất lượng sản phẩm rất kémpin 18000 mà dùng ko bằng pin 1000	1
train_000566	Ngon nhưng cay quá hy vọng lần sau shop làm ít cay hơn	0
train_000567	khăn quá mỏng thất vọng	1
train_000568	Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn mực ngọt quá không hợp khẩu vị của mình.	0
train_000569	Bằng nhựa có mùi khó chịu nên khi chế rất khó uống	1
train_000570	Em chưa sử dụng nhưng thấy mẫu mã tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền	0
train_000571	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn..tuy nhien vận chuyển giày bị móp méo ti	0
train_000572	Thời gian giao hàng nhanh mình mới sử dụng thì thấy có vẻ người bị nổi mụn nhiều hơn hay do mình không hợp với sản phẩm này.	1
train_000573	shop giao thiếu hàng mình ib thì onl cũng ko rep. Làm ăn thiếu trách nhiệm. shop ko giai quyet cho minh thi minh se lam den cung. ít ra cung phải cho khách hàng 1 câu tl đoàng hoàng. Bộ tiền của người khác dễ ăn lắm à??	1
train_000574	Ban đầu khi đọc tựa đề tôi hình dung ra một câu chuyện về sự đấu tranh sinh tồn của con người cộng với ảnh bìa tôi nghĩ tuyết sẽ bao trùm cả cuộc đấu tranh đó. Nhưng đến phần khoảng 1/3 cuốn tôi bắt đầu hiểu cuốn sách không phải thuộc đam mê của tôi mà có lẽ sẽ là những trang yêu thích của những độc giả rành về chính trị và lịch sử mà tôi thì không thiên về vấn đề này cho lắm. Tuy thế bằng cái cách tạo bất ngờ của tác giả Marc Levy thường gây ấn tượng cho chúng ta ở như những cuốn tiểu thuyết đầu cuốn sách này vẫn có một cái gì đó làm cho bạn tin rằng nó đáng để bạn muốn đọc đến trang cuối cùng và hài lòng vì đã mang nó về kệ sách nhà mình.	1
train_000575	chống dính mau bị tróc ra	1
train_000576	Say thịt thử thì thấy ok. Hi vọng sẽ bền 😊	0
train_000577	Chất lượng sản phẩm tạm được Không giống hình Không đáng tiền	1
train_000578	Tìm hoài mới được chiếc đồng hồ đá Ưng ý nhé mình bị dị ứng nên chỉ đeo được dây đá mà tìm toàn thấy bán từ 800k đến hơn 2 triệu hôm nay mới có cơ hội sở hữu em nó thanks shop.	0
train_000579	Đóng gói sản phẩm rất đẹp và chắc chắn Có điều bị cắt tem KMãi	0
train_000580	"Tôi đang xài Z3C đây, chung cấu hình camera với Z3. Chụp auto hay chỉnh tay đều thua các máy A5 2016 hay S6 nhé bạn :)"	1
train_000581	Serum chính hãng. Check tem sms, mã vạch đều ok. Chất lượng của serum ko cần phải nói nhiều. Đáng đồng tiền bác gạo. Rất phù hợp với học sinh, sinh viên và nhân viên văn phòng. Mình sẽ còn ủng hộ dài dài. Shop uy tín chu đáo giao hàng rất nhanh	0
train_000582	Bánh ngon nhưng giao hàng lâu quá	0
train_000583	Hàng đẹp ủng hộ shop nhé:)	0
train_000584	Chất lượng sản phẩm rất kém Rất không đáng tiền Thời gian giao hàng rất chậm đầm 6 7 tuổi mà có 18kg mặc cũng không vừa nữa ai có muốn mua thì nên cân nhắc kỹ lại nghe mẫu thì ko giống hình gì hết	1
train_000585	dầu gội sạchtóc thơm sạch cả nhà đều thích Đóng gói sản phẩm rất đẹp và chắc chắn	0
train_000586	Ko phải gọi là xuất sắc nhưng so với giá thì hút dc vậy cũng là Ok rồi cho Shop 5 sao	0
train_000587	Hàng nhái. From giầy kg đẹp. Phù hợp với giá tiền đã giảm. Chứ kg như hàng quãng cáo. Đóng gói sản phẩm rất đẹp và chắc chắn	1
train_000588	Chưa mở ra xem k biết tn. Phí vận chuyển đắt.255k flash giảm 200k áp mã 100k coi như huề. 2.154k k biết nấu tn	0
train_000589	trước tiên xin cảm ơn 3 bạn Đức Hương và Linh đã viết nên cuốn sách này. Mình cũng là người thích đọc sách và quyết định mua cuốn sách này vì thấy nó khá nổi tiếng và ấn tượng ngay với tên cuốn sách cũng như những nhận xét tích cực từ mọi người. Tuy nhiên sau khi đọc xong dc vài chục trang đầu tiên thì mình thấy nội dung cuốn sách ko có gì hấp dẫn những câu chuyện của các bạn cũng ko có gì ấn tượng vs mình đặc biệt là lời văn quá đỗi bình thường ko có truyền dc cảm xúc và liên kết với nhau khá rời rạc ko biết các bạn viết cuốn sách này năm bao nhiêu tuổi nhưng mình đọc có cảm giác như đang đọc văn của học sinh phổ thông viết vậy. Có phải do mình ms tốt nghiệp đại học xong hay ko nhưng quả thật mình thấy nó chỉ phù hợp vs những bạn dưới 20 tuổi mà thôi. Mình cố gắng lắm ms đọc hết dc 80tr và ko biết có nên đọc tiếp nữa hay ko ...	1
train_000590	Bộ sưu tập 😂😂😂😂	0
train_000591	Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn	0
train_000592	Chất lượng sản phẩm tuyệt vời Đóng gói đẹp Anh giao hàng dễ thương Sẽ ủng hộ shop nhiều nhiều	0
train_000593	Unidry chất lượng chán quá. Hối hận mua 2 bịch.	1
train_000594	Giày đẹp lắm shop ơi nhưng bé nhà m đi hơi chật 1 chút sẽ ủng hộ shop nhiều	0
train_000595	Giao nhầm.màu nâu	1
train_000596	Tuyệt vời, rất thít , rẻ, mẫu mã đẹp, giao hàng nhanh ,	0
train_000597	Hơi cay chắc tại mình k ăn đc cay nhưng ăn rất ngon shop nhiệt tình Thời gian giao hàng rất nhanh	0
train_000598	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.nhưng ko biết dùng có bền ko thôi.còn về mẫu mà và chất lượng thì rất ok	0
train_000599	KHĂN MỎNG DÍNH CHẮC ĐỂ LAU XE CHỨ TẮM GÌ GIÁ THÌ CAO NỮA BÊN LAZADA HÔM NAY BÁN CÓ 39K	1
train_000600	Sản phẩm bị lỏng dây nên lúc quay lúc không	1
train_000601	Tất cả sp đều hài lòng trừ cái hút mũi này mình đặt 2c coi như vứt cả 2 vì k hút đc. Nhưng shop pvu tốt sp này kém thôi.	1
train_000602	Nhận hàng cưng mún xỉu 😍 😍 😍 Hy vọng máy rửa mặt xài bền 😆	0
train_000603	Gói hàng cẩn thận chai chiết nhìn sạch sẽ gọn gàng có hsd đầy đủ.	0
train_000604	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh. Sản phẩm y hình rất đẹp nhé :)	0
train_000605	không có zip ở ống quần Túi chưa cắt chỉ Túi 2 màu khác màu Đc cái đường chỉ chuẩn không lệch giao hàng nhanh	1
train_000606	sản phẩm không như mong đợi.đặt màu nâu lấy hàng màu hồng. không có sách hướng dẫn sử dụng	1
train_000607	Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém chân đứng ko nõi	1
train_000608	Áo thì mỏng. Shop thì phục vụ ko tốt như kiểu cố tình gửi màu xấu tồn cho khách. Mình xem đánh giá cũng có 1 ng bị y như mình.Ai mà dễ tính thì có khi mặc luôn chứ mình thì trả hẳn ko đổi vs kiểu bán hàng thế này	1
train_000609	Chất lượng sản phẩm tuyệt vời. Giao hàng rất nhanh. Lại còn đc shop tặng kèm quà nữa. Thank shop nhé. Sẽ tiếp tục ủng hộ shop	0
train_000610	Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Kcn dùng rất ưng ý tuy nhiên check mã k ra nên cũng hơi lo lo	0
train_000611	Chất son mịn bôi lên môi rất thích. Có mùi thơm cực sẽ còn ủng hộ shop dài	0
train_000612	Ok.ổn trong tầm giá. Thời gian giao hàng rất nhanh	0
train_000613	Lần đầu tiên phải đánh giá 1 sao vì sp cũng như shopee . Đt ngoại quan hình thức ổn nhưng mở máy lên mới biết hoá ra k tải đc cái gì về. K có CH play k thể tải đc bất kỳ cái gì từ zing như zalo zing mp3 k xem đc youtube dùng wifi cứ bị treo web...y/c hoàn tiền cũng k cho. Nói chung k nen mua	1
train_000614	tem bị trầy cào ko được. nghi hàng giả quá mà lỡ lấy hàng rôi	1
train_000615	Chất lượng sản phẩm tuyệt vời nhưng đóng gói ẩu quá 10 cây mà giao có một màu một kg vui	1
train_000616	o∩_∩o hnay mới nhận dc hàngvốn đã thích đông y hoặc thảo dược từ lâungửi dc mùi hộp trà này thấy thoải mái cực kỳchưa kể shop bọc e nó rất cẩn thận nữabắt đầu uống rồi hy vọng hợp ↖(^▽^)↗	0
train_000617	Rong biển vị vừa ăn có muối để nêm thêm nếu thích mặn hơn. Giá cả hợp lý. Sẽ đặt thêm nếu có nhu cầu	0
train_000618	Nồi màu hồng rất xinh mình rất thích sẽ tiếp tục ủng hộ shop	0
train_000619	Chất lượng sản phẩm tuyệt vời son mịnthơm lâu trôi Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh	0
train_000620	Hàng hỏng không sạc được không nên mua	1
train_000621	Giày cực đẹp rất ưng ý	0
train_000622	Giày đeo cứng đau chân khó di	1
train_000623	Sp sử dụng rất OK nhưng tiếc cái là không trữ điện phải cấm trực tiếp mới hoạt động hơi buồn chỗ đó	0
train_000624	Có 2 vấn đề chính: Vấn đề thứ 1: Tiki giao hàng quá hạn so với dự kiến, khi nhận được phản hồi thì có ghi nhận và đã gửi lại hàng ( Đặt hàng từ ngày 26/ 7 đến ngày 2/8 mới nhận đc sản phẩm) Thứ 2: Khi đã gửi lại hàng thì lại bị sai sản phẩm ( combo này tặng tẩy trang micelar Walter 50ml lại thành k+ 2ml) vậy là mình lại phải gọi điện phản hồi lần 2 và đổi lại sản phẩm. Thời điểm mình viết là vừa nhận đc hàng và phải chờ khoảng 2 ngày nữa mới biết có đổi đc hàng không? Mong là sẽ không bị thất vọng lần 3 và Tiki cũng xem lại cách làm việc của mình!	1
train_000625	Chất lượng sản phẩm tuyệt vời chân nấm to đẹp giá hợp lý.	0
train_000626	sáng thua 7w của hãng khác	1
train_000627	Sản phẩm không giống như mong đợi bé xíu	1
train_000628	Mua xanh dương lại giao xanh lá. Quá tệ	1
train_000629	Rất hài lòng về chất lượng còn đc tặng thêm quà nữa 😘😘😘. Cảm ơn chị chủ shop nha	0
train_000630	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh 5***** cho shop	0
train_000631	Giày đẹp nhưng nên đặt lớn hơn từ 1 đến 2 size để mang cho thoải mái hơn	0
train_000632	Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Rất không đáng tiền Mỏng không có kéo dán	1
train_000633	Chất lượng sản phẩm rất kém thái độ phục vụ không chấp nhận đc. Mọi người không nên mua hàng ở đây	1
train_000634	Ao mỏng	1
train_000635	đóng goi sản phẩm bị mop méo	1
train_000636	Giày cứng đường may xấu	1
train_000637	Rất đáng tiền đóng gói xấu 😝	0
train_000638	Chất lương ổn	0
train_000639	Giày đẹp lắm ạ :> nhưng mà kẻ caro hơi nhỏ so với trong hình ạ	0
train_000640	Đóng gói sản phẩm rất đẹp và chắc chắn Ảnh đẹp sắc nét	0
train_000641	Đóng gói sp đẹp son cũng rất ok.#7	0
train_000642	Mua về dùng được vài lần giờ tự rưng chỉ bắt được mạng 2G là sao vậy ...giải thích rúp	1
train_000643	Sản phầm tốt có da lót bên trong	0
train_000644	Xài thích lắm luôn . Sôi nhanh chiên trứng cũng ok	0
train_000645	Mk ưng lắm	0
train_000646	Đúng ngon. Thời gian giao hàng rất nhanh	0
train_000647	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh...đã mua 10 đôi rồi nha cả nhà ..giầy mang rất thoải mái..đi êm chân.chúc shop buôn may bán đắt nhé...	0
train_000648	Sản Phẩm tuyệt vời mặc dù da dầu mà dùng e này rất mướt k bị bết thích luôn. Cảm ơn shop nhiều ạ	0
train_000649	Vỏ son bị xước nhiều	1
train_000650	Chưa sử dụng nên k nhận xét về chất lượng nhưng mua giá sale còn đc tặng quà hihi	0
train_000651	Shopee phục vụ siêu tốt nha các bạn. Đây là lần đầu tiên mình mua hàng online nên có chút lo ngại chất lượng sản phầm nhưng hôm nay nhận được hàng vui quá. Sách rất đẹp đóng gói kỹ càng chắc chắn nữa. Giao hàng cũng nhanh. Giá cả lại hợp lý. Từ giờ tin dùng shopee thôiiii	0
train_000652	Chất lượng vải k được tốt dây đai hông k có túi nhỏ để điện thoại hay vật dụng nhỏ của em bé dây đai vai hơi dài... Mình đặt màu đỏ đô mà shop giao màu đỏ tươi shop làm ntn mình k hài lòng.	1
train_000653	Sản phẩm đẹp hơn hình. Hài lòng lắm luôn	0
train_000654	Shop rất dễ thương kem cũng có mùi rất dễ chịu	0
train_000655	Bé nhà mình 8kg mặc vừa size 1. Chất vải mềm thấm hút mồ hôi rất hài lòng. Có điều không được chọn màu nên ko đc mỹ mãn lắm mong shop có thể khắc phục đc điều này để có thể ủng hộ shop dài dài.	0
train_000656	Dùng rất ok. Nhưng mình thấy hơi nhỏ!	0
train_000657	Sp good ths	0
train_000658	Sản phẩm kg giống như hình và clip :(((	1
train_000659	Gói kỉ ok được tặng tẩy trắng răng nữa chứ 😋😋 Cho e hỏi ngu shop xíu được không ạ? E biết cây lẽ loại 195k là Hương vani còn set 3 cây Hương gì ạ?	0
train_000660	Cơm cháy hơi ỉu. Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền	0
train_000661	Sản phẩm khá tốt.cảm ơn sh.	0
train_000662	Giòn nhưng k thơm lắm. Vị đậm thêm một tí xíu nữa thì quá ok. Mỗi tội hơi nhạt hi. Mình chưa trộn với sữa chỉ ăn mỗi ngũ cốc k nhưng cũng khá ngon. Để ăn vặt thay bim bim tốt cho sức khỏe hơn	0
train_000663	Chưa sd đã bong keo. Gia công ẩu keo dán tràn tùm lum ra ngoài. Mua 2 đôi bị cả 2. Tặng cho ngta mà bị chê là hàng rẻ tiền chỉ dc thế mà muối cả mặt. Bực bội	1
train_000664	Chất lượng sản phẩm kémgửi Phan hồi ko thèm trả lời lại.	1
train_000665	Rất đáng tiền Mình mới dùng thất rất ok nhé! Nóng nhanh dễ dùng nói chung với giá tiền đó thì quá ổn ạ!	0
train_000666	Chất lượng sản phẩm tạm được ma minh dat hag con trai ben shop lai gui kèm vao 1 bo cua gái nua kh co thi huy hag di chu lam an nhu vay kh bao jo mjnh mua nua	1
train_000667	Đặt bé trai Mà giao màu hồng	1
train_000668	Dùng vài ngày cảm thấy ổn. Shop phục vụ tốt 5sao nhé <3	0
train_000669	Sản phẩm kém chất lượng.. nsx cũ lắm rồi. Để nghị hãng hãy bán hàng có tâm chút. Gửi hàng đát mới dùm cái.	1
train_000670	Hang lỗi	1
train_000671	Rất đáng tiền Thời gian giao hàng rất nhanh	0
train_000672	Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh sản phẩm nhận được y như hình	0
train_000673	Tạm dùng ok	0
train_000674	Đóng gói kỹ đủ số lượng bánh ngon nsx mới	0
train_000675	shop bảo là do nhầm dây nên nghe nhỏ. e đã thay dây lại rồi vẩn vậy nhé. làm ăn thất đức k giàu đâu. đàn như bị lỗi sơn thì xấu. dây thì lệch hẵng sang 1 bên. k đưa ra hướng giải quyết chỉ chối bỏ trách nhiệm. thất vọng thật sự. mua giùm mất tiền mất thời gian mất uy tín	1
train_000676	cái bluetooth đem về kết nối thì được nhưng không nghe được âm thanh	1
train_000677	Rất vừa ý shop nhé!!!	0
train_000678	Đặt 3 đôi giao nhầm size 1 đôi	1
train_000679	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Sách được bọc đẹp Shop có tâm	0
train_000680	Mũ và giày đẹp lắm các mom Đáng tiền Tư vấn nhiệt tình nói chung ưng Sẽ tiếp tục ủng hộ	0
train_000681	chất lượng ko tốt lắm bỉm dày và cứng.giá rẻ mà. Thời gian giao hàng rất nhanh Shop phục vụ rất tốt	0
train_000682	hạt nhỏ xíu Chất lượng sản phẩm rất kém	1
train_000683	Sau sẽ ủng hộ tiếp	0
train_000684	Không đẹp như hình chất lượng bình thương Chất lượng sản phẩm kém	1
train_000685	Mầm đậu khi pha hơi có mùi	1
train_000686	Dây giầy của e rất dài	0
train_000687	Do e để nhầm địa chỉ nhưng bên ship vẫn chịu giao hàng nên e cảm ơn ạh... Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt	0
train_000688	Đóng gói chắc chắn nhưng hàng có xíu lỗi bị chóc sơn trên khóa vuông	0
train_000689	Giao hàng nhanh. Sp giống hình đẹp. Giá cả hợp lí ❤️	0
train_000690	Dong goi thieu kinh boi Den led tich dien thi shop gui den bat muoi	1
train_000691	Vận chuyển nhanh sữa uống bé tăng kg tốt	0
train_000692	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh báh giòn ngon nhưg nước mắm ko đều..	0
train_000693	GD nhanh	0
train_000694	Chất lượng sản phẩm tuyệt vời không thích người giao hàng bên shoppee 1 tí nào cả nghĩ sao lại nói mình mua hàng dỏm ko chất lượng ng bán nghĩ sao về điều này	0
train_000695	Shop giao hàng nhanh. Đóng hàng chắc chắn. Còn tác dụng thì mình chưa dùng nên ko rõ. Sẽ review lại sau cho shop 😁 Đc tặng kèm 1 sample nữa 👍🏻	0
train_000696	Gửi k đúng màu. Sạc mau hết dc 1 lần Chất lượng sản phẩm rất kém	1
train_000697	Trong đơn hàng là 1200 khi giao là 750 hôm nay định đặt thêm 1 con mới biết vậy ai giải quyết trường hợp này cho mình đây :(	1
train_000698	Bóng không giống trong hình nhưng giao hàng nhanh Và bé	0
train_000699	Ko hieu qua lau bang tay suong hon	1
train_000700	Đã nhận hàng và rất ưng. Các mẹ yên tâm mua cho con nhá. Chất vải dày mịn may cẩn thẩnmàu sắc đẹp. Giá rẻ và giao hàng nhanh. Sẽ tiếp tục ủng hộ shop	0
train_000701	Nuoc son qua tho. De troc son	1
train_000702	Mở nắp ra ngửi thấy mùi thơm thảo mộc là thích rồi. Đóng gói sản phẩm rất đẹp và chắc chắn. Thời gian giao hàng rất nhanh	0
train_000703	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanhtks shop ạ 😍😍😍	0
train_000704	Giao hàng 2 lần đểu giao k đúng size 2 bé size khác nhau mà cứ giao cùng 1 size rất bực mình	1
train_000705	Dù việt nam thua nhưng e thấy sản phẩm rất ok thank shop	0
train_000706	Trước khi mua nhớ hỏi kĩ chủ	1
train_000707	Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Cảm ơn và chúc shop buôn may bán đắt nhé❤️	0
train_000708	Đặt size XL mà giao áo quá nhỏ. giống như áo trẻ em. muốn đổi lại mà shop nói hết size.	1
train_000709	"Ngon, đáng đồng tiền lắm, mới đầu mình định mua cái JBL charge 2 mà ra xem và thử cái này rồi kết nó luôn, nhỏ, gọn gàng và chất lượng, nhét balo đem đi đâu cũng tiện. cục xạc thì nó dùng chung với điện thoại nên cũng không khó khăn gì."	0
train_000710	Tốt dễ dùng	0
train_000711	Đóng gói sản phẩm rất đẹp và chắc chắn chua dung nen chua biet chat luong sao. Neu ok se ung ho shop lan sau	0
train_000712	Đã mua son 2 lần rồi và rất hài lòng . Son rất đẹp Rất đáng tiền	0
train_000713	Sách in sai từ trang 88 đến trang 115 nhưng do nhận hàng quá hạn đổi trả mới xem đến nên không thể kiểm tra được	1
train_000714	Lúc đầu mình còn có thể mở để copy file nhưng sang hôm sau thì mở không được cứ bảo phải format mới cho mở mà bấm format thì bảo không thể format. Tiki giúp mình với mình mới mua hôm thứ 7. Bây giờ mất hết tài liệu của mình. Mong Tiki liên hệ với mình để giúp mình về vấn đề này.	1
train_000715	Giống mẫu	0
train_000716	Don đẹp cực kì còn được nhận quà từ shop thích ơi là thích	0
train_000717	Dien thoai sac hok do .bao hanh qua phuc tap .hok chiu doi moi cho khach hang .bo tay	1
train_000718	Chất lượng sản phẩm rất kém Shop phục vụ rất kém giao hàng thiếu	1
train_000719	đúng là k thể tin vào hàng quần Áo qua mạng	1
train_000720	lúc nhận mũ bị rách hình ở dưới là đã khâu phần quai bên phải . dáng mũ k giống hình	1
train_000721	Sai m j ma rong wa chac 70k moi mac vua kg hai long ti nao	1
train_000722	Chất lượng sp dược . Đóng gói tốt	0
train_000723	Sản phẩm đẹp bấm phím nhậy mội người ủng hộ nha	0
train_000724	Giao hàng nhanh, quạt tốc độ mạnh, mát Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền	0
train_000725	Áo ở ngoài còn đẹp hơn h/a shop chụp. Rất ưng. Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền	0
train_000726	Thời gian giao hàng rất nhanh. Vị rất ngon	0
train_000727	Sản phẩm ok nhưng giao hàng quá lâu. Ở Đống Đa Hà Nội đặt từ ngày 21 mà đến hoim nay mới nhận được hàng🙁	1
train_000728	Gói hàng siêu cẩn thận!!! 😍😍😍	0
train_000729	Đóng gói sản phẩm rất đẹp và chắc chắn giá mềm chất lượng ổn :)	0
train_000730	Chất bình thường size bé	1
train_000731	Sản phẩm mua về không đúng như mô tả ktra không được tặng tháng đầu sử dụng mong tiki xem xét	1
